"TrackName","type_of_device","configuration","microphone","recorder","sample_rate","Recordist_first_name","Recordist_last_name","recording_date","recording_time","recording_length","Audio_file","SubjectName","subject_importance","quality_rating","Species_short_name","Subject_species","sex","age_class","identified_by","certainty_of_species","latitude_degrees","latitude_minutes","latitude_seconds","latitude_orientation","longitude_degrees","longitude_minutes","longitude_seconds","longitude_orientation","elevation","Distance_from_marker","position","Marker","Area","Region","country","state_or_province","vegetation_type","Analysis","Analysis_date","Analysis_method","number_of_phrases","Textgrid_file","Keycode_file"
"tFTANN1405-1507","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","13:33:00","00:04:07","Click to play","ORA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","8.9","","120","37","34.8","","813","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","21","Files_TextGrids/2014/May/1507.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1512","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","13:49:00","00:04:14","Click to play","AYO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","11","","120","37","40.5","","821","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","84","Files_TextGrids/2014/May/1512.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1513","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","14:10:00","00:04:01","Click to play","AYO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","11","","120","37","40.5","","821","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","62","Files_TextGrids/2014/May/1513.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1514","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","14:17:00","00:04:54","Click to play","AYO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","11","","120","37","40.5","","821","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","36","Files_TextGrids/2014/May/1514.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1516","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","14:38:00","00:02:38","Click to play","two CAVI","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","11","","120","37","40.5","","821","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","68","Files_TextGrids/2014/May/1516.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1522","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","14:51:00","00:06:00","Click to play","two CAVI","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","11","","120","37","40.5","","821","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","0","Files_TextGrids/2014/May/1522.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1523","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","15:24:00","00:14:18","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","17","Files_TextGrids/2014/May/1523.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1524","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-24","06:56:00","00:10:01","Click to play","AOBu","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.7","","120","37","51.1","","736","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","23","Files_TextGrids/2014/May/1524.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1525","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-24","07:40:00","00:35:43","Click to play","AOBu","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.7","","120","37","51.1","","736","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","139","Files_TextGrids/2014/May/1525.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1527","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-24","08:06:00","00:02:33","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","42","Files_TextGrids/2014/May/1527.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1529","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-24","09:47:00","00:37:51","Click to play","GRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","47.8","","779","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","243","Files_TextGrids/2014/May/1529.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1530","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-24","10:16:00","00:23:39","Click to play","GRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","47.8","","779","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","91","Files_TextGrids/2014/May/1530.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1531","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-24","10:31:00","00:15:12","Click to play","GRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","47.8","","779","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","366","Files_TextGrids/2014/May/1531.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1532","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-24","11:18:00","00:22:42","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","344","Files_TextGrids/2014/May/1532.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1533","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-25","07:10:00","00:19:22","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","421","Files_TextGrids/2014/May/1533.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1534","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-25","08:07:00","00:45:07","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","566","Files_TextGrids/2014/May/1534.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1535","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-25","09:44:00","00:05:38","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","44","Files_TextGrids/2014/May/1535.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1536","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-25","09:54:00","00:03:00","Click to play","AYO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","11","","120","37","40.5","","821","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","57","Files_TextGrids/2014/May/1536.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1538","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-25","10:42:00","00:37:44","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","20","Files_TextGrids/2014/May/1538.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1539","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-25","11:16:00","00:14:18","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","244","Files_TextGrids/2014/May/1539.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1540","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-25","12:22:00","00:58:29","Click to play","GRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","47.8","","779","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","897","Files_TextGrids/2014/May/1540.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1541","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","07:56:00","00:36:14","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","299","Files_TextGrids/2014/May/1541.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1542","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","08:01:00","00:01:26","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","58","Files_TextGrids/2014/May/1542.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1543","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","08:42:00","00:03:29","Click to play","YBuA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.4","","120","37","32","W","784","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","15","Files_TextGrids/2014/May/1543.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1544","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","08:46:00","00:03:58","Click to play","YBuA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.4","","120","37","32","W","784","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","93","Files_TextGrids/2014/May/1544.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1545","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","08:57:00","00:07:27","Click to play","YBuA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.4","","120","37","32","W","784","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","163","Files_TextGrids/2014/May/1545.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1546","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","09:13:00","00:10:30","Click to play","YBuA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.4","","120","37","32","W","784","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","221","Files_TextGrids/2014/May/1546.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1547","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","09:29:00","00:13:42","Click to play","YBuA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.4","","120","37","32","W","784","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","55","Files_TextGrids/2014/May/1547.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1548","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-26","13:20:00","00:06:26","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","19","Files_TextGrids/2014/May/1548.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
